Transcript stable ID version	Gene stable ID	Gene name
ENSMUST00000165713.7	ENSMUSG00000079378	Gm8279
ENSMUST00000170040.1	ENSMUSG00000079378	Gm8279
ENSMUST00000027214.3	ENSMUSG00000026048	Ercc5
ENSMUST00000006178.4	ENSMUSG00000006021	Kptn
ENSMUST00000001812.4	ENSMUSG00000001761	Smo
ENSMUST00000192382.5	ENSMUSG00000095028	Sirpb1b
ENSMUST00000091319.6	ENSMUSG00000095028	Sirpb1b
ENSMUST00000195778.2	ENSMUSG00000095028	Sirpb1b
ENSMUST00000203414.1	ENSMUSG00000102758	Naaladl2
ENSMUST00000031617.12	ENSMUSG00000029614	Rpl6
ENSMUST00000028034.14	ENSMUSG00000026707	Nsun6
ENSMUST00000195749.5	ENSMUSG00000026707	Nsun6
ENSMUST00000114715.7	ENSMUSG00000026707	Nsun6
ENSMUST00000114713.1	ENSMUSG00000026707	Nsun6
ENSMUST00000076435.8	ENSMUSG00000026707	Nsun6
ENSMUST00000057653.7	ENSMUSG00000025317	Car5a
ENSMUST00000219996.1	ENSMUSG00000044994	Olfr1426
ENSMUST00000220005.1	ENSMUSG00000044994	Olfr1426
ENSMUST00000208703.2	ENSMUSG00000044994	Olfr1426
ENSMUST00000219005.1	ENSMUSG00000044994	Olfr1426
ENSMUST00000219155.1	ENSMUSG00000044994	Olfr1426
ENSMUST00000217952.1	ENSMUSG00000044994	Olfr1426
ENSMUST00000112952.3	ENSMUSG00000044994	Olfr1426
ENSMUST00000179659.1	ENSMUSG00000095912	Gm3317
ENSMUST00000055327.7	ENSMUSG00000028435	Aqp3
ENSMUST00000171053.1	ENSMUSG00000079380	Gm8271
ENSMUST00000057208.12	ENSMUSG00000060679	Mrps9
ENSMUST00000031309.15	ENSMUSG00000029364	Wsb2
ENSMUST00000111959.1	ENSMUSG00000029364	Wsb2
ENSMUST00000058796.6	ENSMUSG00000053914	Kdm4d
ENSMUST00000115647.2	ENSMUSG00000053914	Kdm4d
ENSMUST00000039798.15	ENSMUSG00000035919	Bbs9
ENSMUST00000150395.7	ENSMUSG00000035919	Bbs9
ENSMUST00000142313.7	ENSMUSG00000035919	Bbs9
ENSMUST00000147712.7	ENSMUSG00000035919	Bbs9
ENSMUST00000128812.7	ENSMUSG00000035919	Bbs9
ENSMUST00000147405.7	ENSMUSG00000035919	Bbs9
ENSMUST00000136084.7	ENSMUSG00000035919	Bbs9
ENSMUST00000189808.6	ENSMUSG00000058216	Gstp3
ENSMUST00000076451.6	ENSMUSG00000058216	Gstp3
ENSMUST00000124565.2	ENSMUSG00000086158	Ccpg1os
ENSMUST00000085358.11	ENSMUSG00000090626	Tex9
ENSMUST00000184125.7	ENSMUSG00000090626	Tex9
ENSMUST00000184831.7	ENSMUSG00000090626	Tex9
ENSMUST00000183574.7	ENSMUSG00000090626	Tex9
ENSMUST00000183501.1	ENSMUSG00000090626	Tex9
ENSMUST00000185151.7	ENSMUSG00000090626	Tex9
ENSMUST00000092618.8	ENSMUSG00000068328	Aup1
ENSMUST00000093039.5	ENSMUSG00000038697	Taf5l
ENSMUST00000165628.8	ENSMUSG00000038697	Taf5l
ENSMUST00000212010.1	ENSMUSG00000038697	Taf5l
ENSMUST00000167615.1	ENSMUSG00000093833	Gm7970
ENSMUST00000005620.9	ENSMUSG00000005483	Dnajb1
ENSMUST00000212300.1	ENSMUSG00000005483	Dnajb1
ENSMUST00000086050.2	ENSMUSG00000095718	Gm6502
ENSMUST00000097478.3	ENSMUSG00000095718	Gm6502
ENSMUST00000025981.14	ENSMUSG00000025008	Tctn3
ENSMUST00000135795.7	ENSMUSG00000025008	Tctn3
ENSMUST00000132452.1	ENSMUSG00000025008	Tctn3
ENSMUST00000098567.8	ENSMUSG00000092192	Dnaaf4
ENSMUST00000034734.8	ENSMUSG00000092192	Dnaaf4
ENSMUST00000072662.11	ENSMUSG00000058028	Zscan5b
ENSMUST00000155314.1	ENSMUSG00000058028	Zscan5b
ENSMUST00000165445.2	ENSMUSG00000058028	Zscan5b
ENSMUST00000019506.8	ENSMUSG00000019362	D8Ertd738e
ENSMUST00000046916.8	ENSMUSG00000037725	Ckap2
ENSMUST00000089188.8	ENSMUSG00000068122	Agtr2
ENSMUST00000034543.4	ENSMUSG00000032044	Rpusd4
ENSMUST00000094942.3	ENSMUSG00000070883	Ccdc173
ENSMUST00000181205.1	ENSMUSG00000094294	Gm20909
ENSMUST00000178234.1	ENSMUSG00000094294	Gm20909
ENSMUST00000099946.5	ENSMUSG00000021215	Net1
ENSMUST00000222504.1	ENSMUSG00000021215	Net1
ENSMUST00000091853.11	ENSMUSG00000021215	Net1
ENSMUST00000223258.1	ENSMUSG00000021215	Net1
ENSMUST00000150120.7	ENSMUSG00000023505	Cdca3
ENSMUST00000024270.13	ENSMUSG00000023505	Cdca3
ENSMUST00000131847.7	ENSMUSG00000023505	Cdca3
ENSMUST00000151674.2	ENSMUSG00000023505	Cdca3
ENSMUST00000166192.6	ENSMUSG00000025607	Copg2
ENSMUST00000048774.12	ENSMUSG00000025607	Copg2
ENSMUST00000053035.6	ENSMUSG00000046589	Lrrc8e
ENSMUST00000207770.1	ENSMUSG00000046589	Lrrc8e
ENSMUST00000012627.4	ENSMUSG00000012483	Rpa3
ENSMUST00000019577.9	ENSMUSG00000019433	Gipc1
ENSMUST00000211985.1	ENSMUSG00000019433	Gipc1
ENSMUST00000212463.1	ENSMUSG00000019433	Gipc1
ENSMUST00000235683.1	ENSMUSG00000071656	Lrrn4cl
ENSMUST00000096257.2	ENSMUSG00000071656	Lrrn4cl
ENSMUST00000118535.7	ENSMUSG00000019478	Rab4a
ENSMUST00000117702.1	ENSMUSG00000019478	Rab4a
ENSMUST00000209545.2	ENSMUSG00000094612	Olfr491
ENSMUST00000214605.1	ENSMUSG00000094612	Olfr491
ENSMUST00000053179.1	ENSMUSG00000094612	Olfr491
ENSMUST00000225596.1	ENSMUSG00000023387	Kcnk16
ENSMUST00000024155.8	ENSMUSG00000023387	Kcnk16
ENSMUST00000030339.12	ENSMUSG00000028602	Tnfrsf8
ENSMUST00000043056.8	ENSMUSG00000039653	Baat
ENSMUST00000166036.1	ENSMUSG00000039653	Baat
ENSMUST00000081574.7	ENSMUSG00000058420	Syt17
ENSMUST00000203465.1	ENSMUSG00000058420	Syt17
ENSMUST00000203796.3	ENSMUSG00000058420	Syt17
ENSMUST00000203485.2	ENSMUSG00000058420	Syt17
ENSMUST00000207034.1	ENSMUSG00000058420	Syt17
ENSMUST00000044746.4	ENSMUSG00000040429	Mterf1a
ENSMUST00000117463.1	ENSMUSG00000040429	Mterf1a
ENSMUST00000018403.7	ENSMUSG00000018259	Prl8a2
ENSMUST00000110363.8	ENSMUSG00000018259	Prl8a2
ENSMUST00000223918.1	ENSMUSG00000018259	Prl8a2
ENSMUST00000181163.1	ENSMUSG00000093848	Gm20865
ENSMUST00000179095.1	ENSMUSG00000093848	Gm20865
ENSMUST00000079865.4	ENSMUSG00000109497	Olfr492
ENSMUST00000055475.8	ENSMUSG00000050350	Gpr18
ENSMUST00000049872.8	ENSMUSG00000051212	Gpr183
ENSMUST00000227267.1	ENSMUSG00000051212	Gpr183
ENSMUST00000112400.7	ENSMUSG00000031298	Adgrg2
ENSMUST00000112402.7	ENSMUSG00000031298	Adgrg2
ENSMUST00000112401.7	ENSMUSG00000031298	Adgrg2
ENSMUST00000112408.8	ENSMUSG00000031298	Adgrg2
ENSMUST00000112405.8	ENSMUSG00000031298	Adgrg2
ENSMUST00000112404.8	ENSMUSG00000031298	Adgrg2
ENSMUST00000112398.2	ENSMUSG00000031298	Adgrg2
ENSMUST00000146805.7	ENSMUSG00000031298	Adgrg2
ENSMUST00000109280.1	ENSMUSG00000044950	Pwwp2a
ENSMUST00000094294.4	ENSMUSG00000044950	Pwwp2a
ENSMUST00000061070.5	ENSMUSG00000044950	Pwwp2a
ENSMUST00000106808.9	ENSMUSG00000035031	C8a
ENSMUST00000048947.14	ENSMUSG00000035031	C8a
ENSMUST00000064873.8	ENSMUSG00000035031	C8a
ENSMUST00000125993.7	ENSMUSG00000074365	Crxos
ENSMUST00000130566.1	ENSMUSG00000074365	Crxos
ENSMUST00000098801.8	ENSMUSG00000074365	Crxos
ENSMUST00000150050.2	ENSMUSG00000074365	Crxos
ENSMUST00000171280.2	ENSMUSG00000074365	Crxos
ENSMUST00000080106.1	ENSMUSG00000093980	Olfr493
ENSMUST00000049461.6	ENSMUSG00000056228	Cars2
ENSMUST00000211395.1	ENSMUSG00000056228	Cars2
ENSMUST00000185594.6	ENSMUSG00000025958	Creb1
ENSMUST00000171164.7	ENSMUSG00000025958	Creb1
ENSMUST00000187811.6	ENSMUSG00000025958	Creb1
ENSMUST00000049932.11	ENSMUSG00000025958	Creb1
ENSMUST00000087366.10	ENSMUSG00000025958	Creb1
ENSMUST00000190348.1	ENSMUSG00000025958	Creb1
ENSMUST00000039803.6	ENSMUSG00000041765	Ubac2
ENSMUST00000022344.3	ENSMUSG00000021810	Ecd
ENSMUST00000224412.1	ENSMUSG00000021810	Ecd
ENSMUST00000184126.2	ENSMUSG00000098332	2310009A05Rik
ENSMUST00000209743.1	ENSMUSG00000109631	Olfr494
ENSMUST00000210291.1	ENSMUSG00000109631	Olfr494
ENSMUST00000190341.6	ENSMUSG00000057367	Birc2
ENSMUST00000074246.6	ENSMUSG00000057367	Birc2
ENSMUST00000054878.5	ENSMUSG00000057367	Birc2
ENSMUST00000184035.7	ENSMUSG00000079469	Pigb
ENSMUST00000184389.7	ENSMUSG00000079469	Pigb
ENSMUST00000098566.4	ENSMUSG00000079469	Pigb
ENSMUST00000093819.1	ENSMUSG00000079469	Pigb
ENSMUST00000178489.1	ENSMUSG00000095409	Gm13043
ENSMUST00000147225.7	ENSMUSG00000004071	Cdip1
ENSMUST00000004173.11	ENSMUSG00000004071	Cdip1
ENSMUST00000118703.7	ENSMUSG00000004071	Cdip1
ENSMUST00000117713.7	ENSMUSG00000004071	Cdip1
ENSMUST00000202253.1	ENSMUSG00000073497	AA792892
ENSMUST00000097477.6	ENSMUSG00000073497	AA792892
ENSMUST00000047851.3	ENSMUSG00000037790	Defb7
ENSMUST00000000707.8	ENSMUSG00000000693	Loxl3
ENSMUST00000101257.3	ENSMUSG00000000693	Loxl3
ENSMUST00000101237.7	ENSMUSG00000029082	Bst1
ENSMUST00000026865.14	ENSMUSG00000025764	Jade1
ENSMUST00000194181.5	ENSMUSG00000025764	Jade1
ENSMUST00000195846.5	ENSMUSG00000025764	Jade1
ENSMUST00000163764.7	ENSMUSG00000025764	Jade1
ENSMUST00000170711.7	ENSMUSG00000025764	Jade1
ENSMUST00000168086.6	ENSMUSG00000025764	Jade1
ENSMUST00000191952.1	ENSMUSG00000025764	Jade1
ENSMUST00000192451.1	ENSMUSG00000025764	Jade1
ENSMUST00000053177.13	ENSMUSG00000043940	Wdfy3
ENSMUST00000174598.7	ENSMUSG00000043940	Wdfy3
ENSMUST00000212024.1	ENSMUSG00000043940	Wdfy3
ENSMUST00000174698.1	ENSMUSG00000043940	Wdfy3
ENSMUST00000227713.1	ENSMUSG00000090715	Vmn1r167
ENSMUST00000164527.1	ENSMUSG00000090715	Vmn1r167
ENSMUST00000093043.6	ENSMUSG00000040220	Gas8
ENSMUST00000212923.1	ENSMUSG00000040220	Gas8
ENSMUST00000202916.1	ENSMUSG00000074011	Gm7682
ENSMUST00000098289.3	ENSMUSG00000074011	Gm7682
ENSMUST00000074608.3	ENSMUSG00000061633	1700029P11Rik
ENSMUST00000166407.8	ENSMUSG00000071655	Ubxn1
ENSMUST00000238036.1	ENSMUSG00000071655	Ubxn1
ENSMUST00000096255.6	ENSMUSG00000071655	Ubxn1
ENSMUST00000201138.3	ENSMUSG00000095074	Gm3139
ENSMUST00000202642.3	ENSMUSG00000095074	Gm3139
ENSMUST00000178330.1	ENSMUSG00000095074	Gm3139
ENSMUST00000167786.3	ENSMUSG00000030470	Csrp3
ENSMUST00000032658.13	ENSMUSG00000030470	Csrp3
ENSMUST00000208050.1	ENSMUSG00000030470	Csrp3
ENSMUST00000218304.1	ENSMUSG00000020076	Ddx50
ENSMUST00000020270.5	ENSMUSG00000020076	Ddx50
ENSMUST00000099739.4	ENSMUSG00000038122	Tbc1d32
ENSMUST00000201071.3	ENSMUSG00000095503	Gm3147
ENSMUST00000180178.1	ENSMUSG00000095503	Gm3147
ENSMUST00000050372.9	ENSMUSG00000035403	Crb2
ENSMUST00000160016.7	ENSMUSG00000032878	Ccdc85a
ENSMUST00000140601.2	ENSMUSG00000032878	Ccdc85a
ENSMUST00000093253.9	ENSMUSG00000032878	Ccdc85a
ENSMUST00000146385.8	ENSMUSG00000032878	Ccdc85a
ENSMUST00000042534.14	ENSMUSG00000032878	Ccdc85a
ENSMUST00000109502.8	ENSMUSG00000032878	Ccdc85a
ENSMUST00000239309.1	ENSMUSG00000058806	Col13a1
ENSMUST00000145469.7	ENSMUSG00000058806	Col13a1
ENSMUST00000105453.7	ENSMUSG00000058806	Col13a1
ENSMUST00000105452.8	ENSMUSG00000058806	Col13a1
ENSMUST00000105454.2	ENSMUSG00000058806	Col13a1
ENSMUST00000071207.13	ENSMUSG00000011658	Fuz
ENSMUST00000209132.1	ENSMUSG00000011658	Fuz
ENSMUST00000207069.1	ENSMUSG00000011658	Fuz
ENSMUST00000209039.1	ENSMUSG00000011658	Fuz
ENSMUST00000207939.2	ENSMUSG00000011658	Fuz
ENSMUST00000207485.1	ENSMUSG00000011658	Fuz
ENSMUST00000208179.1	ENSMUSG00000011658	Fuz
ENSMUST00000209163.1	ENSMUSG00000011658	Fuz
ENSMUST00000151738.3	ENSMUSG00000039629	Strip2
ENSMUST00000115224.7	ENSMUSG00000039629	Strip2
ENSMUST00000046028.11	ENSMUSG00000039629	Strip2
ENSMUST00000153274.1	ENSMUSG00000028962	Slc4a2
ENSMUST00000141966.7	ENSMUSG00000028962	Slc4a2
ENSMUST00000080067.12	ENSMUSG00000028962	Slc4a2
ENSMUST00000155598.7	ENSMUSG00000028962	Slc4a2
ENSMUST00000115049.8	ENSMUSG00000028962	Slc4a2
ENSMUST00000115047.2	ENSMUSG00000028962	Slc4a2
ENSMUST00000025893.6	ENSMUSG00000024944	Arl2
ENSMUST00000024206.5	ENSMUSG00000023439	Gnb3
ENSMUST00000119523.7	ENSMUSG00000039753	Fbxl5
ENSMUST00000141902.7	ENSMUSG00000039753	Fbxl5
ENSMUST00000196483.4	ENSMUSG00000039753	Fbxl5
ENSMUST00000047857.15	ENSMUSG00000039753	Fbxl5
ENSMUST00000114047.9	ENSMUSG00000039753	Fbxl5
ENSMUST00000124610.5	ENSMUSG00000039753	Fbxl5
ENSMUST00000087465.10	ENSMUSG00000039753	Fbxl5
ENSMUST00000121736.5	ENSMUSG00000039753	Fbxl5
ENSMUST00000199055.1	ENSMUSG00000039753	Fbxl5
ENSMUST00000000759.8	ENSMUSG00000000743	Chmp1a
ENSMUST00000064285.14	ENSMUSG00000029638	Glcci1
ENSMUST00000162383.7	ENSMUSG00000029638	Glcci1
ENSMUST00000162567.7	ENSMUSG00000029638	Glcci1
ENSMUST00000161217.7	ENSMUSG00000029638	Glcci1
ENSMUST00000161494.1	ENSMUSG00000029638	Glcci1
ENSMUST00000113962.7	ENSMUSG00000068329	Htra2
ENSMUST00000089645.12	ENSMUSG00000068329	Htra2
ENSMUST00000113963.7	ENSMUSG00000068329	Htra2
ENSMUST00000134606.7	ENSMUSG00000068329	Htra2
ENSMUST00000150217.1	ENSMUSG00000068329	Htra2
ENSMUST00000045224.13	ENSMUSG00000038007	Acer2
ENSMUST00000084433.4	ENSMUSG00000038007	Acer2
ENSMUST00000006611.8	ENSMUSG00000006442	Srm
ENSMUST00000087177.3	ENSMUSG00000067206	Lrrc66
ENSMUST00000152215.2	ENSMUSG00000067206	Lrrc66
ENSMUST00000154117.1	ENSMUSG00000004070	Hmox2
ENSMUST00000004172.14	ENSMUSG00000004070	Hmox2
ENSMUST00000120232.7	ENSMUSG00000004070	Hmox2
ENSMUST00000140367.7	ENSMUSG00000004070	Hmox2
ENSMUST00000118885.7	ENSMUSG00000004070	Hmox2
ENSMUST00000121529.1	ENSMUSG00000004070	Hmox2
ENSMUST00000074957.4	ENSMUSG00000032077	Bud13
ENSMUST00000213932.1	ENSMUSG00000032077	Bud13
ENSMUST00000116621.1	ENSMUSG00000031059	Ndufb11
ENSMUST00000182089.1	ENSMUSG00000098078	Gm26992
ENSMUST00000235361.1	ENSMUSG00000074291	Vmn1r168
ENSMUST00000098704.2	ENSMUSG00000074291	Vmn1r168
ENSMUST00000139582.8	ENSMUSG00000035713	Usp35
ENSMUST00000168435.6	ENSMUSG00000035713	Usp35
ENSMUST00000033691.4	ENSMUSG00000031329	Tsx
ENSMUST00000200846.1	ENSMUSG00000107280	Gm9495
ENSMUST00000045042.7	ENSMUSG00000039699	Batf2
ENSMUST00000237511.1	ENSMUSG00000039699	Batf2
ENSMUST00000034265.10	ENSMUSG00000031809	1700018B08Rik
ENSMUST00000182460.1	ENSMUSG00000031809	1700018B08Rik
ENSMUST00000201552.1	ENSMUSG00000094195	Gm6509
ENSMUST00000098286.3	ENSMUSG00000094195	Gm6509
ENSMUST00000081170.8	ENSMUSG00000029156	Sgcb
ENSMUST00000115375.7	ENSMUSG00000031060	Rbm10
ENSMUST00000115374.7	ENSMUSG00000031060	Rbm10
ENSMUST00000084383.9	ENSMUSG00000031060	Rbm10
ENSMUST00000082089.13	ENSMUSG00000031060	Rbm10
ENSMUST00000177738.7	ENSMUSG00000031060	Rbm10
ENSMUST00000064911.6	ENSMUSG00000031060	Rbm10
ENSMUST00000228832.1	ENSMUSG00000094602	Vmn1r169
ENSMUST00000227547.1	ENSMUSG00000094602	Vmn1r169
ENSMUST00000226669.1	ENSMUSG00000094602	Vmn1r169
ENSMUST00000227932.1	ENSMUSG00000094602	Vmn1r169
ENSMUST00000170290.1	ENSMUSG00000094602	Vmn1r169
ENSMUST00000190001.6	ENSMUSG00000092073	Gm6205
ENSMUST00000165424.2	ENSMUSG00000092073	Gm6205
ENSMUST00000042412.4	ENSMUSG00000040289	Hey1
ENSMUST00000102787.9	ENSMUSG00000035392	Dennd1a
ENSMUST00000136460.1	ENSMUSG00000035392	Dennd1a
ENSMUST00000130472.7	ENSMUSG00000035392	Dennd1a
ENSMUST00000096253.6	ENSMUSG00000071654	Uqcc3
ENSMUST00000020647.9	ENSMUSG00000020381	Mrnip
ENSMUST00000177955.7	ENSMUSG00000031505	Naxd
ENSMUST00000033901.10	ENSMUSG00000031505	Naxd
ENSMUST00000178721.1	ENSMUSG00000031505	Naxd
ENSMUST00000170650.2	ENSMUSG00000092164	Rergl
ENSMUST00000063138.7	ENSMUSG00000047669	Msl3l2
ENSMUST00000114069.7	ENSMUSG00000056698	Elmod3
ENSMUST00000070990.7	ENSMUSG00000056698	Elmod3
ENSMUST00000141833.7	ENSMUSG00000056698	Elmod3
ENSMUST00000148108.7	ENSMUSG00000056698	Elmod3
ENSMUST00000152705.2	ENSMUSG00000056698	Elmod3
ENSMUST00000096272.10	ENSMUSG00000065979	Cpped1
ENSMUST00000121750.1	ENSMUSG00000065979	Cpped1
ENSMUST00000127972.7	ENSMUSG00000065979	Cpped1
ENSMUST00000073371.6	ENSMUSG00000065979	Cpped1
ENSMUST00000002885.7	ENSMUSG00000002808	Epdr1
ENSMUST00000220944.1	ENSMUSG00000002808	Epdr1
ENSMUST00000221014.1	ENSMUSG00000002808	Epdr1
ENSMUST00000049308.8	ENSMUSG00000042644	Itpr3
ENSMUST00000037900.8	ENSMUSG00000034796	Cpne7
ENSMUST00000046924.9	ENSMUSG00000040339	Fam102b
ENSMUST00000171143.1	ENSMUSG00000040339	Fam102b
ENSMUST00000054107.5	ENSMUSG00000044952	Kctd21
ENSMUST00000020922.7	ENSMUSG00000020601	Trib2
ENSMUST00000221518.1	ENSMUSG00000020601	Trib2
ENSMUST00000221215.1	ENSMUSG00000020601	Trib2
ENSMUST00000162554.7	ENSMUSG00000056832	Ttc26
ENSMUST00000161751.7	ENSMUSG00000056832	Ttc26
ENSMUST00000015981.11	ENSMUSG00000015837	Sqstm1
ENSMUST00000102774.10	ENSMUSG00000015837	Sqstm1
ENSMUST00000136936.1	ENSMUSG00000015837	Sqstm1
ENSMUST00000143379.1	ENSMUSG00000015837	Sqstm1
ENSMUST00000215215.1	ENSMUSG00000110253	Olfr495
ENSMUST00000210990.1	ENSMUSG00000110253	Olfr495
ENSMUST00000072866.11	ENSMUSG00000028437	Ubap1
ENSMUST00000108060.9	ENSMUSG00000028437	Ubap1
ENSMUST00000132235.1	ENSMUSG00000028437	Ubap1
ENSMUST00000159335.7	ENSMUSG00000089862	Umad1
ENSMUST00000159378.7	ENSMUSG00000089862	Umad1
ENSMUST00000162034.7	ENSMUSG00000089862	Umad1
ENSMUST00000160705.7	ENSMUSG00000089862	Umad1
ENSMUST00000159433.7	ENSMUSG00000089862	Umad1
ENSMUST00000159168.2	ENSMUSG00000089862	Umad1
ENSMUST00000087514.8	ENSMUSG00000067367	Lyar
ENSMUST00000130721.7	ENSMUSG00000067367	Lyar
ENSMUST00000123207.7	ENSMUSG00000067367	Lyar
ENSMUST00000132190.7	ENSMUSG00000067367	Lyar
ENSMUST00000202506.1	ENSMUSG00000067367	Lyar
ENSMUST00000152066.7	ENSMUSG00000067367	Lyar
ENSMUST00000155300.7	ENSMUSG00000067367	Lyar
ENSMUST00000114106.7	ENSMUSG00000067367	Lyar
ENSMUST00000163651.1	ENSMUSG00000094881	H2al2c
ENSMUST00000110267.8	ENSMUSG00000022340	Sybu
ENSMUST00000227305.1	ENSMUSG00000022340	Sybu
ENSMUST00000090057.5	ENSMUSG00000022340	Sybu
ENSMUST00000228057.1	ENSMUSG00000022340	Sybu
ENSMUST00000228639.1	ENSMUSG00000022340	Sybu
ENSMUST00000110269.7	ENSMUSG00000022340	Sybu
ENSMUST00000032454.7	ENSMUSG00000030310	Slc6a1
ENSMUST00000204074.1	ENSMUSG00000030310	Slc6a1
ENSMUST00000106058.7	ENSMUSG00000028180	Zranb2
ENSMUST00000106057.7	ENSMUSG00000028180	Zranb2
ENSMUST00000106063.5	ENSMUSG00000028180	Zranb2
ENSMUST00000029831.15	ENSMUSG00000028180	Zranb2
ENSMUST00000105774.1	ENSMUSG00000070618	BC080695
ENSMUST00000105765.9	ENSMUSG00000070618	BC080695
ENSMUST00000049184.8	ENSMUSG00000034911	Ushbp1
ENSMUST00000091178.1	ENSMUSG00000069036	Sry
ENSMUST00000115258.8	ENSMUSG00000036699	Zcchc12
ENSMUST00000048067.9	ENSMUSG00000036699	Zcchc12
ENSMUST00000115257.7	ENSMUSG00000036699	Zcchc12
ENSMUST00000115256.1	ENSMUSG00000036699	Zcchc12
ENSMUST00000059018.13	ENSMUSG00000052934	Fbxo31
ENSMUST00000212985.1	ENSMUSG00000052934	Fbxo31
ENSMUST00000162412.7	ENSMUSG00000021684	Pde8b
ENSMUST00000162670.7	ENSMUSG00000021684	Pde8b
ENSMUST00000162292.7	ENSMUSG00000021684	Pde8b
ENSMUST00000162153.8	ENSMUSG00000021684	Pde8b
ENSMUST00000172104.7	ENSMUSG00000021684	Pde8b
ENSMUST00000067082.13	ENSMUSG00000021684	Pde8b
ENSMUST00000022192.11	ENSMUSG00000021684	Pde8b
ENSMUST00000159608.7	ENSMUSG00000021684	Pde8b
ENSMUST00000160957.8	ENSMUSG00000021684	Pde8b
ENSMUST00000159598.1	ENSMUSG00000021684	Pde8b
ENSMUST00000094521.5	ENSMUSG00000070616	Gm13040
ENSMUST00000169056.7	ENSMUSG00000070616	Gm13040
ENSMUST00000173050.7	ENSMUSG00000026077	Npas2
ENSMUST00000056815.8	ENSMUSG00000026077	Npas2
ENSMUST00000105776.1	ENSMUSG00000096154	Gm13057
ENSMUST00000022573.16	ENSMUSG00000021996	Esd
ENSMUST00000175712.7	ENSMUSG00000021996	Esd
ENSMUST00000176957.7	ENSMUSG00000021996	Esd
ENSMUST00000177283.7	ENSMUSG00000021996	Esd
ENSMUST00000177181.7	ENSMUSG00000021996	Esd
ENSMUST00000177137.7	ENSMUSG00000021996	Esd
ENSMUST00000175887.7	ENSMUSG00000021996	Esd
ENSMUST00000176726.1	ENSMUSG00000021996	Esd
ENSMUST00000102800.7	ENSMUSG00000026867	Gapvd1
ENSMUST00000113111.7	ENSMUSG00000026867	Gapvd1
ENSMUST00000113101.7	ENSMUSG00000026867	Gapvd1
ENSMUST00000137528.7	ENSMUSG00000026867	Gapvd1
ENSMUST00000113103.8	ENSMUSG00000026867	Gapvd1
ENSMUST00000142436.1	ENSMUSG00000026867	Gapvd1
ENSMUST00000028224.14	ENSMUSG00000026867	Gapvd1
ENSMUST00000113099.9	ENSMUSG00000026867	Gapvd1
ENSMUST00000072287.11	ENSMUSG00000038861	Pi4kb
ENSMUST00000167008.7	ENSMUSG00000038861	Pi4kb
ENSMUST00000107251.8	ENSMUSG00000038861	Pi4kb
ENSMUST00000125476.7	ENSMUSG00000038861	Pi4kb
ENSMUST00000138209.3	ENSMUSG00000038861	Pi4kb
ENSMUST00000133297.1	ENSMUSG00000038861	Pi4kb
ENSMUST00000159593.7	ENSMUSG00000024857	Cabp2
ENSMUST00000159148.7	ENSMUSG00000024857	Cabp2
ENSMUST00000159556.7	ENSMUSG00000024857	Cabp2
ENSMUST00000162908.1	ENSMUSG00000024857	Cabp2
ENSMUST00000226459.1	ENSMUSG00000022013	Dnajc15
ENSMUST00000045976.6	ENSMUSG00000071229	Timm8a2
ENSMUST00000025846.15	ENSMUSG00000024908	Ppp6r3
ENSMUST00000172362.2	ENSMUSG00000024908	Ppp6r3
ENSMUST00000225475.1	ENSMUSG00000024908	Ppp6r3
ENSMUST00000225624.1	ENSMUSG00000024908	Ppp6r3
ENSMUST00000226109.1	ENSMUSG00000024908	Ppp6r3
ENSMUST00000113997.8	ENSMUSG00000024908	Ppp6r3
ENSMUST00000039435.14	ENSMUSG00000001249	Hpn
ENSMUST00000168884.7	ENSMUSG00000001249	Hpn
ENSMUST00000108102.8	ENSMUSG00000001249	Hpn
ENSMUST00000171259.1	ENSMUSG00000001249	Hpn
ENSMUST00000171225.1	ENSMUSG00000001249	Hpn
ENSMUST00000164929.2	ENSMUSG00000001249	Hpn
ENSMUST00000170166.1	ENSMUSG00000094187	Vmn1r170
ENSMUST00000055433.4	ENSMUSG00000046997	Spsb4
ENSMUST00000237024.1	ENSMUSG00000084136	Vmn1r207
ENSMUST00000236800.1	ENSMUSG00000084136	Vmn1r207
ENSMUST00000119931.2	ENSMUSG00000084136	Vmn1r207
ENSMUST00000213521.2	ENSMUSG00000095239	Olfr497
ENSMUST00000076406.1	ENSMUSG00000095239	Olfr497
ENSMUST00000066780.4	ENSMUSG00000054005	Mill1
ENSMUST00000044857.3	ENSMUSG00000040236	Trappc5
ENSMUST00000207787.1	ENSMUSG00000040236	Trappc5
ENSMUST00000148720.7	ENSMUSG00000036923	Stox1
ENSMUST00000133371.7	ENSMUSG00000036923	Stox1
ENSMUST00000102954.9	ENSMUSG00000069258	Prl2b1
ENSMUST00000091678.2	ENSMUSG00000069258	Prl2b1
ENSMUST00000217616.2	ENSMUSG00000096679	Olfr498
ENSMUST00000239046.1	ENSMUSG00000118554	AL646049.1
ENSMUST00000033414.7	ENSMUSG00000031089	Slc6a14
ENSMUST00000044989.11	ENSMUSG00000043549	Fam90a1b
ENSMUST00000113903.7	ENSMUSG00000043549	Fam90a1b
ENSMUST00000113902.1	ENSMUSG00000043549	Fam90a1b
ENSMUST00000109278.7	ENSMUSG00000041278	Ttc1
ENSMUST00000048578.2	ENSMUSG00000041278	Ttc1
ENSMUST00000163790.1	ENSMUSG00000079364	Gm3558
